,target,text
48,1,保护 动物 好消息 上海 开通 全国 首个 卖猫 狗肉 举报电话 拨打 食品药品 投诉 热线 12331 举报 政府 奖励 500 网友 举报 成功 拿到 奖金 可谓 新年 消息 爱猫 亲们 赶紧 good good good
49,1,芙蓉姐姐 19 微博中 永别 世界 网友 关注 网友 爆料 芙蓉姐姐 下午 13 家中 自杀身亡 家人 发现 报案 警方 介入 调查 芙蓉姐姐 助理 今日 发微 博称 世界 理解 努力 或许 离开 一种 解脱 祝福 敬爱 姐姐
50,0,波兰 90 总统 偷情 吃惊 84 老婆 离婚 现年 90 波兰 总统 沃依切 雅鲁泽尔斯基 淋巴癌 住院治疗 一名 50 多岁 护工 病房 床单 84 老伴 捉奸在床 老伴 一刀两断 离婚 这位 总统 老伴 发疯 决不 离婚 华商报 http cn 8Fl5Neb
51,0,男生追 女生 真的 挺难 表白 女生 轻浮 日久生情 半道 女生 别人 女生 为难 表白 咋整 日久生情 暧昧 心理 挑战 扩张 交际圈 越来越
52,1,10 宁波 妇儿 医院 今天下午 48 妇女 婴儿 住院楼 跳楼 抢救无效 死亡 具体情况 公安部门 调查 妇女 小孩 病重 加上 负担 不起 昂贵 医疗费 四个 宝宝 12 跳楼 身亡 国家 民不聊生 计划生育 让民 何为
53,0,国内 媒体 引用 报道 大陆 航班 接诈弹 恐吓 空姐 大声 尖叫 乘客 逃生 报道 源自 香港 苹果日报 撤离 空姐 大声 呼叫 乘客 撤离 指令 一名 空姐 飞机 乘客 逃生 示范 组织 引导 乘客 撤离 国际标准 程序 号称 香港 销量 第一 媒体 怎能 刊出 诋毁 文章
54,1,很火 延安 城管 事件 城管 郑媛媛管 遭人肉 相册 破解 艳照 流出 http cn zHOrWks
55,1,恶搞 三星 苹果 10 亿美元 全都 硬币 今天上午 30 装满 美分 硬币 卡车 加利福尼亚州 苹果公司 总部 随后 蒂姆 库克 收到 来自 三星 CEO 电话 电话 解释 将要 支付 美国苹果公司 10 亿美元 罚款 慢慢 运吧 希望 周内 运完 罚款 大概 200 亿个 硬币 ..
56,0,准亲们 千万 忘记 2012.05 20 娱星 动态 带来 李准 退伍 当天 珍贵 影像 粉丝 见面会 本周 22 00 生活 时尚频道 播出 娱星 动态 http cn h6ilhL 看不到 上海 电视台 自行 收藏 在线 收看 网址 李准 5201314
57,1,网友 曝料 安徽 阜阳市 颍州区 三岔路 派出 扫黄 禁毒 为名 桑拿 小姐 派出所 验尿 小姐 配戴 金银 首饰 掠去 土匪 无二 小姐 民警 抢劫 犯法
58,0,两只 乌龟 田边 一动不动 专家 老农 干什么 老农 耐力 先动 专家 指着 龟壳 甲骨文 多年 研究 五千多年 另一只 伸出头 来说 一声 老子 甲骨文 图案 伸头 大笑 专家
59,1,洗车 店老板 潘先生 患有 忧郁症 生意 不景气 情绪 激动 邻居 报警 公安局 出动 11 警察 到场 19 女儿 警察 理会 潘妻 在场 群众 恳求 硬是 女儿 开枪 扫射 最终 可怜 父女俩 身中 300 多枪 身亡 警方 潘有 酗酒 女婴 警方 不用 负责 http cn zldTL2S
60,0,一个 手机 一台 电脑
61,0,米兹大 小姐 女人 动作 举手 偷笑
62,0,2010 起开 微博 至今 两年 上班 路上 节气 文字 如同 读书 卡片 编成 本书 算是 一点 小小的 成果 中华工商 联合 出版社 本书 热诚 感动 精心 此书 周一 当当 卓越 亚马逊 京东 商城 购买 兴趣 朋友 推荐
63,0,期货交易 手续费 下降 30% 权威 渠道 消息 国内 四家 期货 交易所 交易 手续费 基础 下调 30% 交易所 期货 公司 返还 政策 这一 计划 报批 政策 实施 意味着 手们 春天 活跃度 提升 机构 客户 提供 更具 流动性 参与 环境 新浪 期货 胡俞越 CTA 基金
64,0,健康 生命 拥有 健康 未必 拥有 健康 健康 身体 名利 财富 家庭 幸福 化为乌有 健康 同行 生活 生命 同行 健康 从来不 珍惜 健康 感到 光阴似箭 健康 时喉 喜欢 分享 拍摄 照片
65,1,Wi Fi 精于 无形 精子 DNA 受损 科学研究 健康 男子 收集 精液 样本 放在 接收 Wi Fi 上网 计算机 小时 发现 精液 竟然 DNA 受损 情况 无线 上网 期间 散发 电磁辐射 正是 杀精 元凶 男士们 珍爱 生命 远离 Wi Fi
66,0,微力 无边 终于 读完 本来 书评 发现 的确 下笔 仰视 居多 整理 张图 高清 大图 作笔记 思考 分享 侵权 杜子建 罗伟东 85
67,0,HTC 夜话 哥们儿 手机 电源 找到 真爱 内涵
68,0,世界 再大 回家 越来越快 越来越 越来越 强大 越来越 习惯 日子 竟然 忘记 ... 离开 趁现在 来得及 回家吧 值得 两分钟 一幅 漫画 图自 Trixy
69,0,韩媒称 江南style 可治 精神 患者 韩国 江南style 近来 全球 热门 歌曲 韩国 媒体 宣称 首歌曲 内在 科学 成分 江南Style 压力 精神科 患者 音乐 治疗 表现 轻松自在 开心 大笑 晃动 身体 平时 大为 新娱 10 万人 现场 视频 http cn zlql2KH
70,1,城管 赶走 路边 动物 小贩 小贩 动物 活活 踩死 小贩 收摊 城管 动物 活活 摔死 小狗 小兔子 乌龟 宠物 小兔子 踩扁 小狗 嘴里 鲜血 好多 动物 摔成 一团 就算 管理 珍惜 生命
71,0,匹诺 曹说 鼻子 变长 发生
72,0,新刊 预告 印度 商业 线报 总编辑 昌德拉 施卡 印度 社会制度 经济 状况 印度 国民性 印度 历史 一种 延续 既然如此 历史 出发 文化 探求 印度 样子 人民 骄傲 ... http cn zYhGE2v
73,1,逆天 逆天 本届 伦敦 奥运会 结束 中国 代表队 金牌榜 第一 转发 本微博 关注 小建 OFF 一人 一台 iPhone4s MacBook Air New ipad touch 特等奖 100 iPhone4S
74,1,鸟叔 春晚 分要 10 网友 愤怒 江南Style 风靡 全球 韩国 明星 鸟叔 朴载 近日 接到 春晚 邀请 鸟叔 给出 最新 演出 分钟 10 万元 除外 还要 专机 接送 网友 愤怒 多钱 请个 韩国 人唱 两句 听不懂 鸟语 远远不如 西部 贫困山区 来得 实在 金鹰 PS 过分 沈阳
75,1,意大利 部长 签字 ..... 吃惊 偷笑
76,1,青春 没个 诺基亚 08 汶川 地震 诺基亚 5000 苹果 40 三星 一分 13 雅安 地震 苹果 5000 三星 6000 诺基亚 100 4000 部手机 诺基亚 2013 季财报 净亏损 1.5 欧元 小编 不好受 青春 没个 诺基亚 重庆 商报
77,0,处女座 占星 运势 处女座 运势 可谓 鸿运 当头 心态 事物 简单 美好 知识 积累 事业 学业 轻车熟路 能力 增强 效率 自然 提高 木星 事业 贵人 未来 一年 20 日后 迎来 额外 好运气 开运 阳光
78,1,行骗 中国 轰动 全国 安徽 民工 秦某 上海市 长宁区 散落 17600 哄抢 查实 警方 取款 银行 查实 秦某 取款 7600 谎称 17600 截至 今日 秦某 7600 已全 返还 剩下 一万元 永不 秦某 演技 上海 声誉 受损 市民 捐款 万余元 怒骂 颜晓
79,0,18 美国 男生 高山 翻唱 歌声 男生 味道 好听 http cn zWaBFDr 先转 喜欢 欢乐 关注 搜一
80,0,国安 球迷 双手 祈福 暴雨 灾区 http cn zWSo1b5 24 一场 友谊赛 北京国安 主场 不敌 拜仁 国安 球迷 观看 比赛 心系 上周 北京 大暴雨 受灾 房山 人民 现场 喊起 房山 挺住 球迷 拉起 横幅 灾区 人民 加油 祈福 图片 来自 微博 网友 In Ang 国安 老爷车 单身 老爸
81,0,两个 数字 保护 真的 位数 数字 做事 方法 神似 奇迹 般的 巧合
82,1,网传 刘翔 退赛 惊人 内幕 伦敦 粗心 竟令栏 间距 增加 刘翔 七步 栏法 针对 起跑点 第一个 栏杆 之间 距离 13.72 这次 伦敦 距离 增加 13.85 不难理解 刘翔 第一个 导致 同组 多名 选手 英国 选手 13.85 顺利 晋级 关注 真相 新闻 http cn zWO3zEX
83,1,社会 热点 2013 交通 新规 闯红灯 酒驾 年内 考取 驾照 不系 安全带 驾不系 安全带 行驶 途中 拨打 手机 行驶 途中 抽烟 有意 遮挡 号牌 12 顶额 处罚 超速 驾驶
84,1,办公室 同事 今天下午 六点 上海 高清 探头 启动 驾驶室 不系 安全带 处罚 开车 打电话 罚款 50 黄闪罚 200 越线 停车 100 起晚 六点半 深夜 二点 为期 60 全当 真的 划不来 新民 周刊 海上 鱼子酱 宝熙 胡新社 眼睛 老婆
85,0,这坑 键盘
86,0,王冉 制度 之责 马云之错 马云错 等于 制度 正是 外资 很多 包括 民营 资本 带有 先天 歧视 牌照 制度 审批 制度 马云 今次 错误 提供 发生 场景 一个 也许 诚实 底线 勇敢 面对 错误 http cn a9XKTZ
87,1,雷锋 生前 战友 雷锋 拍摄 200 多张 照片 沈阳军区 工程兵 政治部 宣传 助理员 张峻 下午 沈阳军区 学雷锋 座谈会 发言 结束 时说 老毛 保证 一切都是 真实 半句 假话 立刻 张峻 一语 当场 心脏病发 去世
88,0,这是 一场 比赛 这是 教练组 德罗巴 阿内尔卡 赛后 反复 一句 大赛 经历 一场 比赛 愤怒 究竟 不知 解释 这是 大伙 玩命 拼下 一分 或许
89,0,有时候 一种 厌倦 情绪 很累 只想 放纵 一回 希望 痛痛快快 歇斯底里
90,0,深夜 一脖 人问 泰国 岛屿 好玩 我会 毫不犹豫 安达曼 海中 lipe 尚未 开发 小岛 四周 水晶般 澄澈 海水 自然 原始 珊瑚礁 环绕 世界 25% 热带鱼 遨游 岛屿 水域 浮潜 即能 观赏 色彩斑斓 形状 怪异 珊瑚 鱼类 美感 言语 防水 傻瓜机 表达 拍摄
91,0,一个 目标 想开 一间 小吃店 地摊 凡事 包办 无可厚非 志在 做大 事业 想要 创办 一所 大学 兴办 一所 医院 成立 一个 社团 不能不 胸襟 格局 格局 这后 还要 细微 执行 计划 计划 按部就班 脚踏实地 执行 才能 成功 ---- 人间 万事
92,1,洋毒食 国家 质检 总局 进口 合格 食品 黑榜 挪威 大西洋 鲑鱼 检出 溶血性 弧菌 销毁 韩国 进口 乐天 巧克力 德国 进口 欧尚 85% 巧克力 发现 超标 退货 销毁 丹麦 奇新 蓝罐 有限公司 生产 曲奇 饼干 大肠菌群 超标 销毁 北京晚报
93,1,当年 道光 长野 真角大古 2013 4.25 因车祸 去世 童年 那位 英雄 道光
94,1,超市 手推车 插入式 摆放 宛若 同性爱 姿势 专家建议 取缔 教育 专家 建立 以敢 真话 闻名 近日 指出 超市 手推车 一个个 插入 摆放 方式 脸红 摆放 想入非非 孩子 超市 相当于 专家 进一步 指出 手推车 恶俗 危害 无穷 取缔
95,0,男人 女人 狗屁 蓝颜 伤心 拥抱 立刻 两个 嘴巴
96,0,国际法 红色高棉 1975 1979 当政 时期 实行 血腥 统治 导致 200 万人 死亡 时任 人大 委员长 农谢 国家 主席 乔森潘 外交部长 英萨利 妻子 社会 事务部长 英蒂迪 指控 犯有 灭绝种族 危害 人类 违反 日内瓦 公约 罪行 违反 1956 柬埔寨 刑法 谋杀 酷刑 宗教 迫害 罪行
97,0,拿捏 常德 鼎城 窝案 鼎城 区委书记 李秋葆 认定 收取 包工头 刘振华 140 万元 书记 詹一兵 常务 副区长 蔡仁国 副区长 王建华 认定 收取 30 万元 认定 受贿 30 认罪 缓刑 认罪 没收 刑讯逼供 被判 10 不服 上诉 巨额 行贿 追诉 出庭作证 能免
98,0,众议 速成 央视 曝光 违禁 药物 催肥 速生 千疮百孔 食品安全 赤裸裸 呈现 世人 面前 谴责 供应商 无良 追问 肯德基 必胜客 淮为 怪象 更要 追问 监管 单位 形同虚设 一路 绿灯 实际上 迄今为止 食品 安全事故 背后 监管 缺位 相关 部门 渎职
99,1,天一 轮奸 更大 新闻 经李 天一 嫌疑人 家长 奔走 最终 女孩 父母 长谈 受害人 落实 北京 户口 工作 一套 房产 达成 和解 撤销 控诉 轮奸 刑事犯罪 公诉 案件 私下 和解 权钱 战胜 法律 天一 轮奸 受害人 金钱 轮奸 法律
100,0,苦难 使人 高贵 反而 使人 卑微 自私 猥琐 狭隘 猜忌 注意力 吸引 细小 事情 使人 超越 本身 称不上 残忍 写道 苦难 苦难 中才 学会 顺从 毛姆
101,1,广州 伪娘 coser 黑人 强暴 路过 维吾尔族 商贩 拔刀相助 信息量 吃惊
102,0,17 父亲节 听说 凡是 父亲 节前 转发 平安 保佑 爸爸 工作 顺利 身体健康 平平安安 善良 爸爸 一个
103,1,成都 日本
104,0,星品 预告 周二 新品 就要 上架 江南style 第一个 门店 尝鲜 星粉 得意 地笑
105,0,刘诗 忍不住 一姐 机智 点赞 good good 两站 觉着 姑娘 机智 流氓兔 姑娘 蠢萌 境界 忍不住 老残 鼻屎 可怜 泥煤 感受 两张
106,1,借势 营销 打假 斗士 方舟子 不满 新浪 微博未 人身攻击 用户 今日 停止 新浪 微博 更新 转战 搜狐 方舟子 100 天不在 新浪 微博 更新 转发 本条 微博者 一人 一台 电信 iphone4S 一人 一台 绝不食言 中国电信 撑腰 立此 为证
107,1,这位 小女孩 点上 一支 蜡烛 这位 戴着 眼镜 努力 往前 1035 小朋友 东部 时间 15 下午 30 波士顿 马拉松 爆炸事件 生命 小宝贝 天堂 恐怖袭击 天堂 自由 奔跑 主页 伤心 愤怒
108,0,前两天 哥们儿 婚礼 证婚 环节 除去 证婚人 重复 天长地久 海枯石烂 生老病死 不离 不弃 一堆 套话 为表 忠心 猛地 多加 一句 离婚 所收 礼金 乘以 三倍 奉还 瞬间 赢得 全场 三十多 亲友 潮水 般的 掌声 这才 誓言
109,1,打针 西瓜 入夏 西瓜 首选 消暑 食品 黑心 商贩 针头 对准 尚未 成熟 西瓜 打针 西瓜 注射 禁用 食品 添加剂 甜蜜 胭脂红 打过 西瓜 瓜瓤 红色 汁液 一点 西瓜 所用 添加剂 破坏 肝脏 肾脏 功能 影响 儿童智力 发育 毒性
110,1,全球 发出 警示 紧急 扩散 隐翅虫 身上 身上 毒液 接触 皮肤 死定了 孩子 朋友 身上 這虫 嘴巴 轻轻 用手 医师 收到 這份 信息 转发 分享 其他人 肯定 至少 一条 生命 将会 挽救 回來
111,1,网友 接到 消息 属实 严办 相关 机构 尽快 核实 四川 旅游 淡季 广州 北京 飞往 成都机票 折扣 地震 发生 几小时 航空公司 打折 取消 全价 现飞 成都 乘客 救援队 志愿者 医护 记者 伤亡者 亲人 何为 卑鄙 何为 无耻 天良 何在 人性 何在 航空公司 多为 国企
112,1,爱心 接力 医院 护士 几天 医院 一位 小女孩 胡云星 运城 帮忙 救救 患有 罕见 布加氏 综合征 激素 抗体 体重 不停 重复 一句 妈妈 爸妈 整天 大街 乞讨 治病 可惜 只能 乞讨 几十 来块
113,0,进击 巨人 17 能整 巨人 麻烦 奇行 就算 全是 打戏 全是 骑马 镜头 还要 交叉着 还要 马背上 就要 挑战 极限 还好 这集 导演 激动人心 动画片 导演 德土 大介桑 讲得 详细 附带 两张 感觉 涂鸦
114,0,男人 衣服 粤语 高清 在线 头晕 到手 围观 围观 围观 男人 衣服 贴身 舒服 人生 如戏 全靠 演技 导演 谷德昭 主演 郑中基 熊黛林 吴千语 黄百鸣 毛舜筠 粤语 高清 在线 http cn zjVoNvx
115,0,四六级 必过 四六级 终极 抱佛脚 检查 带齐 准考证 身份证 收音机 2B 铅笔 抱佛脚 必备 作文 预测 大全 范文 模板 大全 翻译 句型 大全 http cn aKueJm 必过 四六级 微群 http cn aKFvm4 发泄 吐槽 木有 抱佛脚 机会 错过
116,1,榴莲 可口可乐 毒过 眼镜蛇 游客 客死 泰国 异乡 一位 中国 游客 泰国 旅游 很多 榴莲 可乐 咖啡因 中毒 血压 飙升 引发 心脏病 猝死 年仅 28 泰国 明确规定 食用 榴莲 小时 之内 可口可乐 圈里 榴莲 朋友 很多 转发 提醒 所有人
117,0,史记 娱乐圈 .# 周杰伦 列传 杰伦 杰伦 分享 长微博 工具
118,1,文章 同學 请个 稍微 专业 团队 小时候 思想 政治课 体育老师 学费 爸妈
119,0,炸裂 影响 中国 年度 文化 人物 一部 小说 哪有 力量 文学 文化 现实 闷死 深呼吸 影响 中国 一一 影响 改变 中国 力量 可怕 努力 影响 中国 中国 现实 改变 人人 守住 点滴 改变 本性 也许 中国 影响
120,0,不爱 心情 最为 平静 心态 最为 平稳 性情 最为 淡泊 相处 多余 热情 多疑 猜忌 受伤 敏感 变态 恼怒 期望 焦虑 失望 伤心 不着边际 幻想 不爱 才能 感觉 心灵 自由 解放 有时候 不爱才 状态
121,1,雅安 救助 扩散 话筒 网友 微信 有人 求救 这是 内容 雅安 西路 156 一条 感觉 有没有 救援队 好心人 扩散 徐昕 袁裕来 律师 头条新闻 微博 搜索 新浪 四川 建国
122,0,宜家 家居 IKEA 30 块钱 太阳能 小夜灯 右下角 用来 吸收 太阳能 下雨 天儿 一黑 花儿 一个个 吸收 12 小时 太阳能 晚上 厕所 不用 摸黑 用电 环保
123,0,七成 大学生 起薪 低于 农民工 清华大学 经济 数据中心 近期 发布 大学生 收入 报告 2011 大学 应届 毕业生 平均 初始 工资 2719 69% 毕业生 起薪 不到 2000 最低 500 10 万元 起薪 5000 毕业生 3% 2011 外出 农民工 月均 收入 突破 2000 大关 楚天 都市报
124,0,韩国 仁川 市长 朴泰桓 2014 亚运会 战胜 孙杨 宣传 2014 亚运会 举办 城市 韩国 仁川 仁川 市长 永吉 26 30 前往 伦敦 考察 市政府 接受 采访 时称 伦敦 奥运会 体育场 感到 失望 透露 仁川 亚运会 朴泰桓 战胜 孙杨 雪耻 传达 韩国 体协 http cn zWCe5Na
125,1,微博 阅读 数量 哈哈哈 告诉 一个 好消息 新浪 腾讯 东西 模仿 访客 几天 放心 偷看 喜欢 微博
126,0,公开 招募 有志于 微博 手机 SNS 社会化 媒体 营销 传播 年轻 男女 学历 爱玩 手机 数码 外语 PPT 疯狂 IDEA 吃苦 加班 客户 意识 创业 公司 一道 成长 媒体 PR 广告 开发 经验 优先 待遇 从优 迎接 媒体 产业 未来 私信 本人
127,0,TSKS 剧社 金秀贤 金秀贤 中国 首站 来自 星星 刘仁娜 朴海镇 联合 发布 SBS 水木 来自 星星 主翻 一颗 笔头 演员 金秀贤 全智贤 朴海镇 刘仁娜 HDTV MKV 韩语 中字 特辑 发布 种子 戳戳 http cn 8FKTE0Y 欧尼爱 松木 抱抱 720P 高清
