,target,text
71,1,三记 新闻 国务院 近日 正式 批复 上海市 撤消 静安区 建制 静安区 行政区域 拆分 划入 长宁区 黄浦区 请示 同意 2013 撤消 上海市 静安区 富民路 常德路 界线 西面 整体 并入 上海市 长宁区 东面 整体 并入 上海市 黄浦区 涉及 拆分 街道 调整
72,1,微信 竟然 作业本 微信 ID ZuoYeBeo 调戏 重口 生病
73,1,日本 袖珍 石猴 寿命 可达 30 成年 可乐 差不多 性格 温和 从小 就养 主人 亲生父母 喜欢 面包 蔬菜 水果 中国 唯一 一种 国家 保护 动物 生命力 听话 小孩子 举止 异味 石猴 石猴 睡觉 一点
74,1,孔子 诞辰 28 孔子 2563 诞辰 1939 国民政府 孔子 诞辰日 教师节 联合国教科文组织 中国台湾 香港 教师节 孔子 诞辰日 28 呼吁 教师节 改为 28 不仅仅 纪念 一位 老师 希望 以此 唤醒 国人 一个 悠久 文化 传统 尊重 信奉
75,1,德胜 高架 坍塌 照片 我要 快报
76,1,最牛 交警 PK 军车 司机 厉害 我开 军车 了不起 本事 http cn zHFi9ap 上午 10 南京 中山陵 前湖 路口 一挂 军牌 车辆 逆向 闯红灯 交警 阻拦 军车 司机 劝告 竟然 车顶 交警 破口大骂 口出狂言 这次 的确 套牌 军车 交警 临时工 袁裕来 律师 徐昕
77,1,芦山 地震 雅安 人口 150 50 萬戶 壹戶 100 共需 5000 萬元 蘋果 公司 壹家 捐款 就夠 所有人 城鎮 安家 現在 幾十億 捐款 災民有 連帳 泉水 方便面 ... 到哪去 郭美美 事件
78,1,重磅 新闻 国内 著名 学者 孔庆东 今日 下午 16 08 分在 北京 311 医院 突发 心脏病 险些 去世 享年 50
79,1,雷锋 生前 战友 雷锋 拍摄 200 多张 照片 沈阳军区 工程兵 政治部 宣传 助理员 张峻 下午 沈阳军区 学雷锋 座谈会 发言 结束 时说 老毛 保证 一切都是 真实 半句 假话 立刻 张峻 一语 当场 心脏病发 去世
80,1,分享 图片
81,1,迟早 MH370 黑匣子 探测 南太平洋 4000 6000 海沟 听到 消息 马上 兴奋 依稀记得 蛟龙 第五次 下潜 深度 7062 黑匣子 小意思 刚想 蛟龙 深潜 发现 蛟龙 乌龙 微博 被删 一刚
82,1,双膝 跪倒 中国 保住 学校 学生家长 四天 浙江省 缙云县 大洋 中心 学校 纳入 撤并 对象 五六百 初中生 适龄 学童 需走 六七十里 求学 记者 采访 车刚 开到 现场 村民 跪倒 大洋 村民 四天 转发 多份 希望 徐昕 袁裕来 律师
83,1,屠夫 卖肉 摊位 工商 税务 城管 卫生防疫 部门 找茬儿 上访 喊冤 操刀 死伤 部门 欺负 家属 派出所 一件 事说 后悔 没杀 干净
84,1,派出所长 逼迫 女孩 吸毒 轮奸 盘锦市 油田 派出所长 二哥 伙同 地痞流氓 敲诈钱财 逼迫 24 李洪娜 吸毒 实施 轮奸 李洪娜 振兴 派出所 报案 警察 袁庆 不予理睬 警号 902008 威胁 告倒 找死 女子 父亲 气得 吐血 求助 电话 15242778071 http cn zWlRweO
85,1,山青水秀 新闻 破解 民警 查车 震致 阳痿 索赔 百万 10 23 日晚 临沂 沂州路 民警 巡视 发现 一辆 轿车 不停 摇动 打开 车门 检查 一对 男女 一丝不挂 临沂 206 国道 沂河 大桥 收费处 主任 班树栋 下属 郑来 主任 发现自己 阳痿 每次 性交 200 5000 次计 警方 索赔 100 万元
86,1,预警 提示 警惕 新型 100860 短信 诈骗 骗子 100860 号码 群发 账户 余额 少于 10 适时 充值 停机 短信 形式 手机 账单 服务 免费 回复 短信 号码 信息 客服 10086 只差 一个 很多 人会 短信 回复 话费 被扣 市民 提高警惕 仔细 甄别
87,1,公安 内部资料 显示 户口 山东 青岛 迁出 迁往 地是 日本 大阪 古人云 富贵 相忘 倒好 张海迪 全党 全国 人民 无数 双手 一代人 心中 楷模 英雄 偶像 残疾人 高官 厚禄 屁股 外逃
88,1,转发 上海 酒吧 帅气 男子 当场 阉割 案发现场 酒吧 白色 保时捷 四人 酒吧 男子 当场 阉割 场面 极为 惨烈 壮观 鸡毁 人亡 不该 引以为戒 睡別 付出代价 喜欢 酒吧 转给 身旁 感情 人会 厉害 家伙 收拾
89,1,块钱 特警 暴打 司机 随即 司机 一招 KO 貌似 外面 别太横 BOSS http cn zlznn1p
90,1,眼神 一场 设在 大街 简朴 婚礼 主人 某乡 乡长 由衷 感叹 幸福生活 社会主义 社会主义 先进 本人 由衷 感叹 一年 天朝 十万 血花
91,1,二代 世界 亿万富翁 比尔盖茨 女儿 全身 一个 名牌 豪华 跑车 奢侈品 包包 艳丽 浓妆 明媚 清晨 朝阳 淑女 从不 炫耀 拥有
92,1,炒房 赔进 5000 美女 身子 跳楼自杀 炒房 平在 绿城 鹿城 广场 28 房子 脱不了 套房 就要 200 多万 买房 亲戚 昨晚 跳楼自杀 鹿城 广场 温州 房价 水平 代表 2010 巅峰 二手房 报价 接近 10 http cn zjiiysG
93,1,结婚 十天 两会 婚姻法 男女双方 年满 18 周岁 结婚 女方 20 男方 22 如今 结婚证 国家级 证书 高考 可加 学分 大学 期间 结婚 学费 减半 民族 结婚 一个 孩子 奖励 一万 早婚 童鞋 婚礼
94,1,无奈 中国 世界 排行榜 清廉 指数 79 卫生 医疗 公平 倒数 第四 大学 学费 成本 城乡 收入 差距 第一 税负 第二 矿难 死亡 人数 全球 80 行政 成本 收费公路 14 万公里 10 中国 70% 人口 游离 社保 之外
95,1,印度 妇女 产下 11 胞胎 世界 记录 一支 足球队 就此 诞生 小伙伴 惊呆 这才 天使 妈妈 真的 威武 电视剧 今夜 天使 降临 田甜 小点心 马苏 马苏 斑马 乐园 杨阳 导演 斑马 潇儿 Su TiAom 葡萄 苏达 爱马 斑马 一只 华哥 马家 小院 冰点
96,1,和平 律师 特大新闻 温州 2010 29 日原 温州 瓯海 区委书记 谢再兴 杀害 情妇 执行 死刑 2013 执行 死刑 三年 后谢 再兴 发现 复活 当年 执行 死刑 一个 替身 中国 中国 真的 特色 可怕 http cn zTaK038
97,1,听说 银幕 车神 保罗 沃克 没死 抢救 昨天 是因为 当地人 爆炸 厉害 活过来 媒体 确认 之下 今早 发表声明 活着 影迷 别太早 葬礼 活着 反正 活过来 这是 奇迹 使命 结束 死神 不收
98,1,文章 道歉 拷贝 娱乐 置评 这回 真他妈 看不过去 拉出去 姑娘 挺住 牲口 作死 托生 明智 放手 姚姐 擦亮 无德 底线 生理 动物 算了吧 姚笛 马伊
99,1,活跃 千万别 菜场 买鱼 惊人 一幕 摊贩 往大 水盆 一种 白色 粉未 用手 搅拌 一会 功夫 白色 粉未 溶解 半死不活 鱼虾 倒入 没想到 鱼虾 一会儿 活蹦乱跳 仿佛 河中捕 回来 这是 一种 致癌 催化剂 俗称 浮灵 转起 身边
100,1,清風攬 洛阳 市委书记 侄子 砍死 人判 三缓 老人 北京 上访 北京 监狱 20 受尽 虐待 20 当中 家人 老子 侄子 郑州 沿街乞讨 四处寻找 老人 警察 二十四 小时 监管 老人 三代 政府部门 官官相护 老人 家破人亡 老人 绝境 唯有 方式 申冤 牡丹 公园 门口
101,1,抗美援朝 真的 据传 板门店 谈判 彭德怀 铁原 挡住 美军 两周 63 万多 1400 上甘岭 美军 表面 佯攻 实则 优势 火炮 诱敌 歼灭 美军 伤亡 400 志愿军 遗尸 37000 消息 传至 美国 引发 反战 浪潮 美军 屠夫 促成 停战 谈判 图为 尸体
102,1,恶搞 三星 苹果 10 亿美元 全都 硬币 今天上午 30 装满 美分 硬币 卡车 加利福尼亚州 苹果公司 总部 随后 蒂姆 库克 收到 来自 三星 CEO 电话 电话 解释 将要 支付 美国苹果公司 10 亿美元 罚款 慢慢 运吧 希望 周内 运完 罚款 大概 200 亿个 硬币 ..
103,1,蜡烛 尼古拉斯 凯奇 Nicolas Cage 1964 2013 17 2013 17 北美 时间 滑雪 意外 丧生 新闻 链接 http cn zjDmviG
104,1,延安 城管 控股集团 董事会 秘书 郑媛媛 恶人 恶人 背后 有人
105,1,一句
106,1,美国杜克大学 抄袭 开除 多名 中国 留学生 舞弊 学生 竟然 示威 静坐 散发传单 花钱 教育 惩罚 此举 校园社区 反感 律师 赚取 佣金 答应 帮忙 舆论导向 中国 颇为 不利 学校 数年 第一次 调用 数名 警察 学生 活动中心 巡逻 以防不测 美國雨婷
107,1,抢救 昨天 是因为 当地人 爆炸 厉害 活过来 媒体 确认 之下 今早 发表声明 活着 影迷 别太早 葬礼 活着 反正 活过来 这是 奇迹 速度 激情 伤口 看着 心疼 流泪
108,1,狮子 助力 刘翔 夺冠 刘翔 最终 伦敦 奥运会 金牌 转发 本微博 关注 狮子座 999 封信 网友 所有人 一台 三星 I9300 GALAXY SIII 记住 一个 所有人 信誉 保证 决不 骗人 到期 兑现
109,1,今天下午 六点 太原 市区 高清 探头 启动 驾驶室 不系 安全带 处罚 开车 打电话 罚款 50 黄闪罚 200 越线 停车 100 起晚 六点半 深夜 二点 为期 60 全国 交警 查处 酒驾 一经 查获 一律 拘役 六个月 五年 考证
110,1,洋毒食 国家 质检 总局 进口 合格 食品 黑榜 挪威 大西洋 鲑鱼 检出 溶血性 弧菌 销毁 韩国 进口 乐天 巧克力 德国 进口 欧尚 85% 巧克力 发现 超标 退货 销毁 丹麦 奇新 蓝罐 有限公司 生产 曲奇 饼干 大肠菌群 超标 销毁 北京晚报
111,1,震中 情况
112,1,上海 今天下午 六点 高清 探头 启动 副驾驶 不系 安全带 处罚 开车 打电话 50 闯红灯 200 越线 停车 100 六点 至凌 为期 60 全国 交警 查处 酒驾 一经 查获 一率 五年 不考 每月 13 17 23 每周五 市局 组织 检查 上午 12 下午 晚上 点至
113,1,这料 太猛 孩子 破天 旋风 求证 元龙 记者 垃圾箱 东西 五个 最先 爆料 元龙 失踪 掩盖 贝月森
114,1,爆炸 消息 中国移动 日起 微信 微博 收费 两种 收费 标准 包月 10 条数 收费 100 免费 600 600 1200 10 超过 1200 条收 两分 联通 牵手 百度 制衡 微信 电信 网易 合作 以翼信 对抗 微信 转发 当代 章鱼
115,1,洗车 店老板 潘先生 患有 忧郁症 生意 不景气 情绪 激动 邻居 报警 公安局 出动 11 警察 到场 19 女儿 警察 理会 潘妻 在场 群众 恳求 硬是 女儿 开枪 扫射 最终 可怜 父女俩 身中 300 多枪 身亡 警方 潘有 酗酒 女婴 警方 不用 负责 http cn zldTL2S
116,1,刘翔 上篮 法是 针对 起跑点 第一个 高栏 距离 13.72 狗屎 英国人 第一个 高栏 改到 13.85 距离 刘翔 第一 导致 小组 摔倒 英国 猪练 13.85 摔栏 染香 真相
117,1,小哥 频道 赵本山 涉黑 再次 证据确凿 子虚 大师 卧底 赵家 堂口 生命危险 黑帮 内部 大哥 仪式 党朝 生产 艺术家 玩意 原子 漫画
118,1,雅安 灾情 母亲 儿子 身亡 雅安 芦山县 灾区 废墟 一个八岁 小男孩 救出 母亲 保护 儿子 遇难 儿子 小男孩 杨宇杰 母亲 双梅 37 母亲 一路 鲁国
119,1,广西 惊现 帝王 局长 509 低保 杨慧峰 微博 爆料 广西 民政局长 黄某 一个 509 份底 九套 房子 老婆 老婆 刘茹 偷情 局长 不服 报料 后宫 电话 江素 15078554853 黄鹂 18777887596 张晓 15078070889 阿萍 13478865543 丽丽 13877860659 第二轮 反腐 速速 顶起
120,1,今天上午 市民 女儿 礼门 大润发 超市 拐走 小女孩 三岁 准确 说出 爸爸 手机号码 监控 孩子 一个四十多岁 男人 大人 知情者 请告 扩散 万分 感谢 提醒 武汉 警方 重视 关山 南湖 类似 情况 一个 拐卖儿童 团伙 流窜到
121,1,微信 越南 通讯社 报道 发现 失踪 MH370 漂浮 海上 大部分 机身 没入 水中 乘客 尾部 舱位 乘客 救生设备 散落 公里 水面 等待 救援 飞机 迫降 海面 伤亡率 大大降低 盼望 奇迹
